Timestamp,"Layton, UT Sunrise/Sunset","Layton, UT Humidity","Layton, UT Cond","Layton, UT Temp",Museum of Natural History Temp,Museum of Natural History Humidity,"Salt Lake City, UT Temp","Salt Lake City, UT Cond","Salt Lake City, UT Sunrise/Sunset","Salt Lake City, UT Humidity"
2017-04-06T22:55:00-06:00 Denver,"","","","",63.5°F,26.739999771118164%,"","","",""
2017-04-06T23:00:00-06:00 Denver,"",40%,1,55°F,63.608001708984375°F,26.8799991607666%,55°F,2_unknown,"",37%
2017-04-06T23:05:00-06:00 Denver,"","","","",63.571998596191406°F,26.459999084472656%,"","","",""
2017-04-06T23:10:00-06:00 Denver,"","","","",63.5359992980957°F,27.469999313354492%,"","","",""
2017-04-06T23:15:00-06:00 Denver,"","","","",63.31999969482422°F,27.459999084472656%,"","","",""
2017-04-06T23:20:00-06:00 Denver,"","","","",63.17599868774414°F,27.260000228881836%,"","","",""
2017-04-06T23:25:00-06:00 Denver,"","","","",63.21200180053711°F,26.8700008392334%,"","","",""
2017-04-06T23:30:00-06:00 Denver,"","","","",63.374000549316406°F,26.809999465942383%,"","","",""
2017-04-06T23:35:00-06:00 Denver,"","","","",63.40999984741211°F,27.229999542236328%,"","","",""
2017-04-06T23:40:00-06:00 Denver,"","","","",63.284000396728516°F,27%,"","","",""
2017-04-06T23:45:00-06:00 Denver,"","","","",63.26599884033203°F,27.229999542236328%,"","","",""
2017-04-06T23:50:00-06:00 Denver,"","","","",63.428001403808594°F,26.309999465942383%,"","","",""
2017-04-06T23:55:00-06:00 Denver,"","","","",63.428001403808594°F,26.600000381469727%,"","","",""
2017-04-07T00:00:00-06:00 Denver,"",41%,1,54°F,63.5359992980957°F,26.139999389648438%,59°F,2_unknown,"",38%
2017-04-07T00:05:00-06:00 Denver,"","","","",63.518001556396484°F,26.639999389648438%,"","","",""
2017-04-07T00:10:00-06:00 Denver,"","","","",63.428001403808594°F,26.670000076293945%,"","","",""
2017-04-07T00:15:00-06:00 Denver,"","","","",63.22999954223633°F,27.31999969482422%,"","","",""
2017-04-07T00:20:00-06:00 Denver,"","","","",62.92399978637695°F,27.489999771118164%,"","","",""
2017-04-07T00:25:00-06:00 Denver,"","","","",62.869998931884766°F,27.68000030517578%,"","","",""
2017-04-07T00:30:00-06:00 Denver,"","","","",62.65399932861328°F,28.399999618530273%,"","","",""
2017-04-07T00:35:00-06:00 Denver,"","","","",62.2760009765625°F,27.899999618530273%,"","","",""
2017-04-07T00:40:00-06:00 Denver,"","","","",62.5099983215332°F,28.030000686645508%,"","","",""
2017-04-07T00:45:00-06:00 Denver,"","","","",62.5099983215332°F,28%,"","","",""
2017-04-07T00:50:00-06:00 Denver,"","","","",62.672000885009766°F,27.84000015258789%,"","","",""
2017-04-07T00:55:00-06:00 Denver,"","","","",62.97800064086914°F,27.260000228881836%,"","","",""
2017-04-07T01:00:00-06:00 Denver,"",41%,1,54°F,63.31999969482422°F,26.40999984741211%,58°F,2_unknown,"",38%
2017-04-07T01:05:00-06:00 Denver,"","","","",63.571998596191406°F,26.280000686645508%,"","","",""
2017-04-07T01:10:00-06:00 Denver,"","","","",63.86000061035156°F,26.549999237060547%,"","","",""
2017-04-07T01:15:00-06:00 Denver,"","","","",63.625999450683594°F,26.84000015258789%,"","","",""
2017-04-07T01:20:00-06:00 Denver,"","","","",63.64400100708008°F,26.709999084472656%,"","","",""
2017-04-07T01:25:00-06:00 Denver,"","","","",63.6619987487793°F,26.18000030517578%,"","","",""
2017-04-07T01:30:00-06:00 Denver,"","","","",63.73400115966797°F,25.649999618530273%,"","","",""
2017-04-07T01:35:00-06:00 Denver,"","","","",63.68000030517578°F,26.139999389648438%,"","","",""
2017-04-07T01:40:00-06:00 Denver,"","","","",63.4640007019043°F,26.200000762939453%,"","","",""
2017-04-07T01:45:00-06:00 Denver,"","","","",63.31999969482422°F,26.799999237060547%,"","","",""
2017-04-07T01:50:00-06:00 Denver,"","","","",63.04999923706055°F,26.59000015258789%,"","","",""
2017-04-07T01:55:00-06:00 Denver,"","","","",63.06800079345703°F,26.860000610351562%,"","","",""
2017-04-07T02:00:00-06:00 Denver,"",40%,2,54°F,63.013999938964844°F,27.209999084472656%,57°F,2_unknown,"",37%
2017-04-07T02:05:00-06:00 Denver,"","","","",62.63600158691406°F,27.56999969482422%,"","","",""
2017-04-07T02:10:00-06:00 Denver,"","","","",62.347999572753906°F,28.149999618530273%,"","","",""
2017-04-07T02:15:00-06:00 Denver,"","","","",62.167999267578125°F,28.40999984741211%,"","","",""
2017-04-07T02:20:00-06:00 Denver,"","","","",61.933998107910156°F,28.729999542236328%,"","","",""
2017-04-07T02:25:00-06:00 Denver,"","","","",61.80799865722656°F,27.81999969482422%,"","","",""
2017-04-07T02:30:00-06:00 Denver,"","","","",62.38399887084961°F,27.6299991607666%,"","","",""
2017-04-07T02:35:00-06:00 Denver,"","","","",62.29399871826172°F,27.950000762939453%,"","","",""
2017-04-07T02:40:00-06:00 Denver,"","","","",62.582000732421875°F,26.5%,"","","",""
2017-04-07T02:45:00-06:00 Denver,"","","","",62.99599838256836°F,25.920000076293945%,"","","",""
2017-04-07T02:50:00-06:00 Denver,"","","","",63.104000091552734°F,26.440000534057617%,"","","",""
2017-04-07T02:55:00-06:00 Denver,"","","","",62.45600128173828°F,26.6299991607666%,"","","",""
2017-04-07T03:00:00-06:00 Denver,"",40%,2,54°F,62.74399948120117°F,25.25%,56°F,2_unknown,"",37%
2017-04-07T03:05:00-06:00 Denver,"","","","",63.13999938964844°F,25.3799991607666%,"","","",""
2017-04-07T03:10:00-06:00 Denver,"","","","",63.08599853515625°F,25.790000915527344%,"","","",""
2017-04-07T03:15:00-06:00 Denver,"","","","",62.92399978637695°F,26.239999771118164%,"","","",""
2017-04-07T03:20:00-06:00 Denver,"","","","",62.672000885009766°F,26.56999969482422%,"","","",""
2017-04-07T03:25:00-06:00 Denver,"","","","",62.672000885009766°F,25.780000686645508%,"","","",""
2017-04-07T03:30:00-06:00 Denver,"","","","",62.672000885009766°F,25.969999313354492%,"","","",""
2017-04-07T03:35:00-06:00 Denver,"","","","",62.72600173950195°F,25.579999923706055%,"","","",""
2017-04-07T03:40:00-06:00 Denver,"","","","",62.672000885009766°F,26.170000076293945%,"","","",""
2017-04-07T03:45:00-06:00 Denver,"","","","",62.2760009765625°F,26.920000076293945%,"","","",""
2017-04-07T03:50:00-06:00 Denver,"","","","",62.09600067138672°F,26.389999389648438%,"","","",""
2017-04-07T03:55:00-06:00 Denver,"","","","",62.36600112915039°F,26.6200008392334%,"","","",""
2017-04-07T04:00:00-06:00 Denver,"",40%,2,54°F,62.3120002746582°F,26.389999389648438%,56°F,2_unknown,"",37%
2017-04-07T04:05:00-06:00 Denver,"","","","",62.18600082397461°F,26.149999618530273%,"","","",""
2017-04-07T04:10:00-06:00 Denver,"","","","",62.13199996948242°F,25.889999389648438%,"","","",""
2017-04-07T04:15:00-06:00 Denver,"","","","",62.492000579833984°F,25.690000534057617%,"","","",""
2017-04-07T04:20:00-06:00 Denver,"","","","",62.347999572753906°F,25.690000534057617%,"","","",""
2017-04-07T04:25:00-06:00 Denver,"","","","",61.987998962402344°F,26.010000228881836%,"","","",""
2017-04-07T04:30:00-06:00 Denver,"","","","",62.09600067138672°F,25.68000030517578%,"","","",""
2017-04-07T04:35:00-06:00 Denver,"","","","",62.00600051879883°F,25.56999969482422%,"","","",""
2017-04-07T04:40:00-06:00 Denver,"","","","",61.933998107910156°F,25.600000381469727%,"","","",""
2017-04-07T04:45:00-06:00 Denver,"","","","",61.736000061035156°F,25.93000030517578%,"","","",""
2017-04-07T04:50:00-06:00 Denver,"","","","",61.71799850463867°F,25.799999237060547%,"","","",""
2017-04-07T04:55:00-06:00 Denver,"","","","",61.80799865722656°F,26.59000015258789%,"","","",""
2017-04-07T05:00:00-06:00 Denver,"",40%,3,54°F,61.465999603271484°F,25.860000610351562%,56°F,3_unknown,"",38%
2017-04-07T05:05:00-06:00 Denver,"","","","",61.57400131225586°F,25.559999465942383%,"","","",""
2017-04-07T05:10:00-06:00 Denver,"","","","",61.57400131225586°F,25.920000076293945%,"","","",""
2017-04-07T05:15:00-06:00 Denver,"","","","",61.30400085449219°F,26.309999465942383%,"","","",""
2017-04-07T05:20:00-06:00 Denver,"","","","",61.34000015258789°F,25.520000457763672%,"","","",""
2017-04-07T05:25:00-06:00 Denver,"","","","",61.52000045776367°F,25.649999618530273%,"","","",""
2017-04-07T05:30:00-06:00 Denver,"","","","",61.555999755859375°F,25.190000534057617%,"","","",""
2017-04-07T05:35:00-06:00 Denver,"","","","",61.59199905395508°F,25.450000762939453%,"","","",""
2017-04-07T05:40:00-06:00 Denver,"","","","",61.645999908447266°F,25.389999389648438%,"","","",""
2017-04-07T05:45:00-06:00 Denver,"","","","",61.645999908447266°F,25.65999984741211%,"","","",""
2017-04-07T05:50:00-06:00 Denver,"","","","",61.68199920654297°F,25%,"","","",""
2017-04-07T05:55:00-06:00 Denver,"","","","",61.77199935913086°F,24.889999389648438%,"","","",""
2017-04-07T06:00:00-06:00 Denver,"",40%,3,54°F,61.66400146484375°F,25.260000228881836%,56°F,3_unknown,"",38%
2017-04-07T06:05:00-06:00 Denver,"","","","",61.57400131225586°F,25.450000762939453%,"","","",""
2017-04-07T06:10:00-06:00 Denver,"","","","",61.555999755859375°F,24.860000610351562%,"","","",""
2017-04-07T06:15:00-06:00 Denver,"","","","",61.75400161743164°F,24.65999984741211%,"","","",""
2017-04-07T06:20:00-06:00 Denver,"","","","",61.62799835205078°F,25.190000534057617%,"","","",""
2017-04-07T06:25:00-06:00 Denver,"","","","",61.555999755859375°F,25.1200008392334%,"","","",""
2017-04-07T06:30:00-06:00 Denver,"","","","",61.62799835205078°F,24.670000076293945%,"","","",""
2017-04-07T06:35:00-06:00 Denver,"","","","",61.77199935913086°F,24.530000686645508%,"","","",""
2017-04-07T06:40:00-06:00 Denver,"","","","",61.970001220703125°F,24.399999618530273%,"","","",""
2017-04-07T06:45:00-06:00 Denver,"","","","",62.00600051879883°F,24.559999465942383%,"","","",""
2017-04-07T06:50:00-06:00 Denver,"","","","",61.80799865722656°F,24.670000076293945%,"","","",""
2017-04-07T06:55:00-06:00 Denver,"","","","",61.77199935913086°F,24.93000030517578%,"","","",""
2017-04-07T07:00:00-06:00 Denver,"",39%,3,55°F,61.70000076293945°F,25.1200008392334%,57°F,3_unknown,"",37%
2017-04-07T07:01:00-06:00 Denver,true,"","","","","","","",true,""
2017-04-07T07:05:00-06:00 Denver,"","","","",62.00600051879883°F,24.3700008392334%,"","","",""
2017-04-07T07:10:00-06:00 Denver,"","","","",61.86199951171875°F,25.059999465942383%,"","","",""
2017-04-07T07:15:00-06:00 Denver,"","","","",61.89799880981445°F,24.459999084472656%,"","","",""
2017-04-07T07:20:00-06:00 Denver,"","","","",61.77199935913086°F,24.719999313354492%,"","","",""
2017-04-07T07:25:00-06:00 Denver,"","","","",61.736000061035156°F,24.530000686645508%,"","","",""
2017-04-07T07:30:00-06:00 Denver,"","","","",61.80799865722656°F,24.43000030517578%,"","","",""
2017-04-07T07:35:00-06:00 Denver,"","","","",61.82600021362305°F,24.559999465942383%,"","","",""
2017-04-07T07:40:00-06:00 Denver,"","","","",61.987998962402344°F,24.540000915527344%,"","","",""
2017-04-07T07:45:00-06:00 Denver,"","","","",62.167999267578125°F,24.40999984741211%,"","","",""
2017-04-07T07:50:00-06:00 Denver,"","","","",62.257999420166016°F,25.010000228881836%,"","","",""
2017-04-07T07:55:00-06:00 Denver,"","","","",62.2760009765625°F,24.520000457763672%,"","","",""
2017-04-07T08:00:00-06:00 Denver,"",37%,4,55°F,62.63600158691406°F,24.6200008392334%,58°F,4_unknown,"",37%
2017-04-07T08:05:00-06:00 Denver,"","","","",62.00600051879883°F,25.030000686645508%,"","","",""
2017-04-07T08:10:00-06:00 Denver,"","","","",61.987998962402344°F,24.440000534057617%,"","","",""
2017-04-07T08:15:00-06:00 Denver,"","","","",62.3120002746582°F,24.959999084472656%,"","","",""
2017-04-07T08:20:00-06:00 Denver,"","","","",62.816001892089844°F,25.450000762939453%,"","","",""
2017-04-07T08:25:00-06:00 Denver,"","","","",62.88800048828125°F,27.280000686645508%,"","","",""
2017-04-07T08:30:00-06:00 Denver,"","","","",62.54600143432617°F,27.100000381469727%,"","","",""
2017-04-07T08:35:00-06:00 Denver,"","","","",62.347999572753906°F,27.81999969482422%,"","","",""
2017-04-07T08:40:00-06:00 Denver,"","","","",62.22200012207031°F,28.149999618530273%,"","","",""
2017-04-07T08:45:00-06:00 Denver,"","","","",62.29399871826172°F,28.020000457763672%,"","","",""
2017-04-07T08:50:00-06:00 Denver,"","","","",62.2760009765625°F,27.420000076293945%,"","","",""
2017-04-07T08:55:00-06:00 Denver,"","","","",62.09600067138672°F,28.280000686645508%,"","","",""
2017-04-07T09:00:00-06:00 Denver,"",36%,4,56°F,62.11399841308594°F,26.81999969482422%,59°F,4_unknown,"",36%
2017-04-07T09:05:00-06:00 Denver,"","","","",62.402000427246094°F,24.829999923706055%,"","","",""
2017-04-07T09:10:00-06:00 Denver,"","","","",62.63600158691406°F,23.18000030517578%,"","","",""
2017-04-07T09:15:00-06:00 Denver,"","","","",62.582000732421875°F,23.239999771118164%,"","","",""
2017-04-07T09:20:00-06:00 Denver,"","","","",62.52799987792969°F,23%,"","","",""
2017-04-07T09:25:00-06:00 Denver,"","","","",62.33000183105469°F,22.65999984741211%,"","","",""
2017-04-07T09:30:00-06:00 Denver,"","","","",62.45600128173828°F,22.540000915527344%,"","","",""
2017-04-07T09:35:00-06:00 Denver,"","","","",62.672000885009766°F,22.270000457763672%,"","","",""
2017-04-07T09:40:00-06:00 Denver,"","","","",62.85200119018555°F,22.8799991607666%,"","","",""
2017-04-07T09:45:00-06:00 Denver,"","","","",62.94200134277344°F,22.31999969482422%,"","","",""
2017-04-07T09:50:00-06:00 Denver,"","","","",63.03200149536133°F,22.6200008392334%,"","","",""
2017-04-07T09:55:00-06:00 Denver,"","","","",62.92399978637695°F,22.75%,"","","",""
2017-04-07T10:00:00-06:00 Denver,"",35%,4,58°F,62.97800064086914°F,22.479999542236328%,61°F,4_unknown,"",34%
2017-04-07T10:05:00-06:00 Denver,"","","","",62.88800048828125°F,23.149999618530273%,"","","",""
2017-04-07T10:10:00-06:00 Denver,"","","","",62.63600158691406°F,22.700000762939453%,"","","",""
2017-04-07T10:15:00-06:00 Denver,"","","","",62.61800003051758°F,22.639999389648438%,"","","",""
2017-04-07T10:20:00-06:00 Denver,"","","","",62.672000885009766°F,23.010000228881836%,"","","",""
2017-04-07T10:25:00-06:00 Denver,"","","","",62.74399948120117°F,22.610000610351562%,"","","",""
2017-04-07T10:30:00-06:00 Denver,"","","","",62.816001892089844°F,23.010000228881836%,"","","",""
2017-04-07T10:35:00-06:00 Denver,"","","","",62.74399948120117°F,22.34000015258789%,"","","",""
2017-04-07T10:40:00-06:00 Denver,"","","","",62.762001037597656°F,22.200000762939453%,"","","",""
2017-04-07T10:45:00-06:00 Denver,"","","","",62.70800018310547°F,22.8799991607666%,"","","",""
2017-04-07T10:50:00-06:00 Denver,"","","","",62.83399963378906°F,22.40999984741211%,"","","",""
2017-04-07T10:55:00-06:00 Denver,"","","","",62.92399978637695°F,22.06999969482422%,"","","",""
2017-04-07T11:00:00-06:00 Denver,"",35%,4,59°F,62.90599822998047°F,22.06999969482422%,62°F,4_unknown,"",32%
2017-04-07T11:05:00-06:00 Denver,"","","","",62.79800033569336°F,22.06999969482422%,"","","",""
2017-04-07T11:10:00-06:00 Denver,"","","","",62.72600173950195°F,22.270000457763672%,"","","",""
2017-04-07T11:15:00-06:00 Denver,"","","","",62.72600173950195°F,22.139999389648438%,"","","",""
2017-04-07T11:20:00-06:00 Denver,"","","","",62.72600173950195°F,22.809999465942383%,"","","",""
2017-04-07T11:25:00-06:00 Denver,"","","","",62.762001037597656°F,22.479999542236328%,"","","",""
2017-04-07T11:30:00-06:00 Denver,"","","","",62.90599822998047°F,22.850000381469727%,"","","",""
2017-04-07T11:35:00-06:00 Denver,"","","","",62.92399978637695°F,22.68000030517578%,"","","",""
2017-04-07T11:40:00-06:00 Denver,"","","","",62.92399978637695°F,22.420000076293945%,"","","",""
2017-04-07T11:45:00-06:00 Denver,"","","","",62.92399978637695°F,23.219999313354492%,"","","",""
2017-04-07T11:50:00-06:00 Denver,"","","","",62.94200134277344°F,22.690000534057617%,"","","",""
2017-04-07T11:55:00-06:00 Denver,"","","","",63.08599853515625°F,22.760000228881836%,"","","",""
2017-04-07T12:00:00-06:00 Denver,"",34%,4,61°F,63.391998291015625°F,22.56999969482422%,63°F,4_unknown,"",30%
2017-04-07T12:05:00-06:00 Denver,"","","","",63.55400085449219°F,22.84000015258789%,"","","",""
2017-04-07T12:10:00-06:00 Denver,"","","","",63.5°F,23.309999465942383%,"","","",""
2017-04-07T12:15:00-06:00 Denver,"","","","",63.44599914550781°F,25.1299991607666%,"","","",""
2017-04-07T12:20:00-06:00 Denver,"","","","",63.284000396728516°F,26.260000228881836%,"","","",""
2017-04-07T12:25:00-06:00 Denver,"","","","",63.03200149536133°F,27.1200008392334%,"","","",""
2017-04-07T12:30:00-06:00 Denver,"","","","",62.869998931884766°F,27.190000534057617%,"","","",""
2017-04-07T12:35:00-06:00 Denver,"","","","",63.03200149536133°F,26.290000915527344%,"","","",""
2017-04-07T12:40:00-06:00 Denver,"","","","",62.88800048828125°F,27.040000915527344%,"","","",""
2017-04-07T12:45:00-06:00 Denver,"","","","",62.402000427246094°F,27.889999389648438%,"","","",""
2017-04-07T12:50:00-06:00 Denver,"","","","",62.02399826049805°F,29.790000915527344%,"","","",""
2017-04-07T12:55:00-06:00 Denver,"","","","",61.80799865722656°F,29.329999923706055%,"","","",""
2017-04-07T13:00:00-06:00 Denver,"",34%,4,61°F,62.11399841308594°F,29.510000228881836%,64°F,4_unknown,"",30%
2017-04-07T13:05:00-06:00 Denver,"","","","",62.402000427246094°F,27.65999984741211%,"","","",""
2017-04-07T13:10:00-06:00 Denver,"","","","",62.65399932861328°F,27.3799991607666%,"","","",""
2017-04-07T13:15:00-06:00 Denver,"","","","",62.97800064086914°F,28.15999984741211%,"","","",""
2017-04-07T13:20:00-06:00 Denver,"","","","",62.99599838256836°F,27.420000076293945%,"","","",""
2017-04-07T13:25:00-06:00 Denver,"","","","",62.79800033569336°F,28.770000457763672%,"","","",""
2017-04-07T13:30:00-06:00 Denver,"","","","",62.816001892089844°F,28.90999984741211%,"","","",""
2017-04-07T13:35:00-06:00 Denver,"","","","",62.92399978637695°F,27.989999771118164%,"","","",""
2017-04-07T13:40:00-06:00 Denver,"","","","",63.284000396728516°F,28.3700008392334%,"","","",""
2017-04-07T13:45:00-06:00 Denver,"","","","",63.625999450683594°F,27.6200008392334%,"","","",""
2017-04-07T13:50:00-06:00 Denver,"","","","",63.5°F,27.540000915527344%,"","","",""
2017-04-07T13:55:00-06:00 Denver,"","","","",63.481998443603516°F,28.149999618530273%,"","","",""
2017-04-07T14:00:00-06:00 Denver,"",33%,4,61°F,63.55400085449219°F,27.68000030517578%,64°F,4_unknown,"",31%
2017-04-07T14:05:00-06:00 Denver,"","","","",63.55400085449219°F,27.809999465942383%,"","","",""
2017-04-07T14:10:00-06:00 Denver,"","","","",63.55400085449219°F,26.549999237060547%,"","","",""
2017-04-07T14:15:00-06:00 Denver,"","","","",63.64400100708008°F,27.280000686645508%,"","","",""
2017-04-07T14:20:00-06:00 Denver,"","","","",63.608001708984375°F,26.280000686645508%,"","","",""
2017-04-07T14:25:00-06:00 Denver,"","","","",63.77000045776367°F,25.780000686645508%,"","","",""
2017-04-07T14:30:00-06:00 Denver,"","","","",63.78799819946289°F,26.010000228881836%,"","","",""
2017-04-07T14:35:00-06:00 Denver,"","","","",63.75199890136719°F,25.979999542236328%,"","","",""
2017-04-07T14:40:00-06:00 Denver,"","","","",63.77000045776367°F,25.549999237060547%,"","","",""
2017-04-07T14:45:00-06:00 Denver,"","","","",63.64400100708008°F,25.90999984741211%,"","","",""
2017-04-07T14:50:00-06:00 Denver,"","","","",63.84199905395508°F,25.760000228881836%,"","","",""
2017-04-07T14:55:00-06:00 Denver,"","","","",63.93199920654297°F,26.15999984741211%,"","","",""
